Delivery_person_Age,Delivery_person_Ratings,distance,order_preparation_time,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min)
39.0,5.0,10.0,160.0,Cloudy,Medium,0,motorcycle,0.0,No,Metropolitian,37
28.0,4.8,10.0,15.0,Fog,Medium,0,motorcycle,1.0,No,Metropolitian,37
32.0,4.8,1.0,855.0,Sandstorms,High,2,motorcycle,1.0,No,Urban,27
33.0,5.0,20.0,155.0,Windy,Medium,0,motorcycle,1.0,No,Metropolitian,36
37.0,4.9,8.0,5.0,Fog,Low,0,motorcycle,1.0,No,Metropolitian,22
33.0,4.7,13.0,105.0,Cloudy,Jam,1,motorcycle,1.0,No,Metropolitian,49
38.0,4.5,7.0,20.0,Cloudy,Jam,0,motorcycle,0.7446345675136238,No,Urban,28
26.0,4.2,13.0,1270.0,Windy,Medium,0,motorcycle,2.0,No,Metropolitian,35
20.0,4.8,10.0,5.0,Stormy,Jam,0,motorcycle,0.0,No,Metropolitian,26
30.0,4.8,10.0,1355.0,Sunny,Low,1,scooter,1.0,No,Metropolitian,24
28.0,4.6,19.0,10.0,Windy,Low,1,scooter,1.0,No,Metropolitian,17
34.0,4.6,3.0,15.0,Windy,Low,1,scooter,1.0,No,Metropolitian,29
25.0,4.3,1.0,15.0,Sandstorms,Low,0,motorcycle,1.0,No,Metropolitian,25
29.0,4.8,20.0,15.0,Sunny,Jam,1,scooter,0.0,No,Metropolitian,13
35.0,4.6,13.0,5.0,Fog,Jam,2,scooter,1.0,No,Metropolitian,38
28.0,4.9,17.0,1340.0,Sandstorms,Jam,2,electric_scooter,0.0,No,Metropolitian,25
25.0,4.8,4.0,5.0,Sandstorms,Medium,0,motorcycle,1.0,No,Metropolitian,13
23.0,4.0,17.0,1215.0,Cloudy,Medium,1,scooter,0.0,No,Metropolitian,38
36.0,4.8,7.0,5.0,Sandstorms,Low,1,scooter,1.0,No,Urban,26
22.0,4.7,4.0,95.0,Stormy,Jam,0,motorcycle,0.0,Yes,Metropolitian,39
38.0,5.0,11.0,10.0,Stormy,Medium,0,motorcycle,1.0,No,Metropolitian,40
24.0,5.0,10.0,5.0,Fog,Jam,0,motorcycle,1.0,Yes,Metropolitian,47
26.0,4.9,19.0,10.0,Stormy,Low,2,motorcycle,1.0,No,Metropolitian,11
22.0,4.9,3.0,5.0,Sandstorms,Low,1,scooter,1.0,No,Metropolitian,16
20.0,4.7,7.0,15.0,Cloudy,Jam,2,scooter,1.0,No,Metropolitian,28
39.0,4.3,6.0,10.0,Sandstorms,Medium,1,scooter,1.0,No,Metropolitian,32
29.566910587697233,4.6337736972250205,3.0,795.0,Stormy,Low,2,motorcycle,1.0,No,Metropolitian,22
32.0,4.7,10.0,15.0,Sunny,Jam,2,scooter,1.0,No,Metropolitian,25
29.566910587697233,4.6337736972250205,19.0,1415.0,Fog,Low,3,electric_scooter,1.0,No,Metropolitian,26
38.0,4.0,7.0,5.0,Stormy,Jam,2,scooter,1.0,No,Metropolitian,34
29.0,5.0,4.0,15.0,Sunny,Jam,1,motorcycle,1.0,No,Metropolitian,17
27.0,4.9,13.0,15.0,Cloudy,Medium,1,motorcycle,1.0,No,Metropolitian,34
27.0,4.8,13.0,10.0,Sunny,Medium,1,scooter,1.0,No,Metropolitian,15
29.566910587697233,4.6337736972250205,3.0,695.0,Cloudy,Low,0,motorcycle,0.0,No,Urban,18
29.566910587697233,4.6337736972250205,12.0,1395.0,Fog,Low,3,scooter,2.0,No,Metropolitian,45
37.0,5.0,4.0,15.0,Fog,Jam,2,scooter,1.0,No,Metropolitian,38
26.0,4.4,4.0,10.0,Windy,Low,0,motorcycle,0.7446345675136238,No,Metropolitian,20
22.0,4.8,14.0,10.0,Sunny,Medium,0,motorcycle,1.0,No,Metropolitian,19
36.0,4.8,12.0,15.0,Fog,Low,0,motorcycle,1.0,No,Metropolitian,35
31.0,4.5,19.0,105.0,Fog,Jam,0,motorcycle,1.0,No,Metropolitian,45
33.0,3.9,13.0,10.0,Sunny,Jam,2,scooter,1.0,No,Urban,31
31.0,4.6,10.0,15.0,Cloudy,Jam,0,motorcycle,1.0,No,Metropolitian,40
38.0,4.8,9.0,15.0,Cloudy,Jam,1,scooter,1.0,No,Metropolitian,31
37.0,4.7,6.0,15.0,Sandstorms,Medium,0,motorcycle,0.0,No,Urban,29
31.0,3.8,19.0,140.0,Fog,Low,1,motorcycle,0.0,No,Metropolitian,35
29.0,5.0,7.0,95.0,Fog,Jam,2,scooter,1.0,No,Metropolitian,34
25.0,4.6,6.0,10.0,Sandstorms,Medium,0,motorcycle,0.0,No,Urban,29
38.0,4.6,3.0,10.0,Stormy,High,1,scooter,1.0,No,Metropolitian,25
20.0,5.0,16.0,5.0,Windy,Jam,2,scooter,0.0,No,Urban,17
35.0,4.8,4.0,95.0,Fog,Jam,2,scooter,0.0,No,Urban,30
28.0,4.5,1.0,10.0,Windy,Low,2,electric_scooter,0.0,No,Urban,13
24.0,4.6,17.0,10.0,Stormy,Medium,2,electric_scooter,1.0,No,Urban,15
29.0,4.8,7.0,10.0,Sunny,Low,0,motorcycle,1.0,No,Metropolitian,15
31.0,4.9,17.0,15.0,Cloudy,Jam,0,motorcycle,1.0,No,Semi-Urban,54
33.0,4.6,10.0,45.0,Stormy,Jam,1,scooter,1.0,No,Metropolitian,29
37.0,4.7,7.0,5.0,Windy,Jam,0,motorcycle,1.0,No,Metropolitian,38
36.0,4.3,16.0,70.0,Cloudy,Low,2,scooter,1.0,No,Metropolitian,39
30.0,4.7,1.0,740.0,Fog,Low,1,motorcycle,1.0,No,Metropolitian,18
27.0,4.7,12.0,5.0,Fog,Jam,1,motorcycle,1.0,No,Metropolitian,33
37.0,4.1,9.0,10.0,Sandstorms,Medium,1,motorcycle,0.0,No,Metropolitian,32
37.0,4.2,16.0,15.0,Fog,Medium,2,scooter,2.0,No,Metropolitian,41
30.0,4.6,1.0,10.0,Windy,Low,2,motorcycle,1.0,No,Urban,25
37.0,4.1,13.0,10.0,Stormy,Medium,0,motorcycle,0.0,No,Metropolitian,47
33.0,4.5,20.0,10.0,Stormy,Jam,1,motorcycle,0.0,No,Metropolitian,25
22.0,4.6,17.0,5.0,Sunny,Jam,2,scooter,0.0,No,Metropolitian,12
32.0,4.1,4.0,15.0,Stormy,Jam,0,motorcycle,0.0,No,Urban,43
26.0,5.0,10.0,15.0,Stormy,Low,2,motorcycle,1.0,No,Urban,19
32.0,4.7,20.0,15.0,Cloudy,Medium,0,motorcycle,1.0,No,Metropolitian,43
22.0,4.3,14.0,10.0,Fog,Jam,1,scooter,0.0,No,Metropolitian,42
30.0,4.3,7.0,5.0,Stormy,Jam,1,motorcycle,0.7446345675136238,No,Metropolitian,32
21.0,4.8,9.0,15.0,Windy,Medium,1,scooter,1.0,No,Metropolitian,23
24.0,4.8,17.0,5.0,Sandstorms,Low,1,motorcycle,0.0,No,Urban,11
28.0,4.6,4.0,15.0,Windy,Jam,1,motorcycle,1.0,No,Metropolitian,25
21.0,4.6,3.0,800.0,Sandstorms,Low,2,scooter,1.0,No,Urban,13
22.0,4.7,10.0,5.0,Stormy,Low,0,motorcycle,0.0,No,Metropolitian,15
29.566910587697233,4.6337736972250205,9.0,1415.0,Cloudy,Jam,1,motorcycle,0.0,No,Metropolitian,32
26.0,4.7,20.0,5.0,Windy,Jam,2,scooter,0.0,No,Urban,16
27.0,4.7,19.0,1395.0,Cloudy,Jam,2,electric_scooter,2.0,No,Metropolitian,33
38.0,5.0,12.0,10.0,Stormy,Jam,2,motorcycle,1.0,No,Urban,30
37.0,3.6,10.0,5.0,Stormy,Jam,2,scooter,1.0,No,Metropolitian,31
27.0,5.0,11.0,135.0,Sunny,Low,0,motorcycle,1.0,No,Metropolitian,28
33.0,4.7,6.0,15.0,Stormy,High,1,scooter,1.0,No,Metropolitian,33
21.0,5.0,13.0,10.0,Fog,Jam,1,scooter,1.0,No,Metropolitian,41
36.0,4.6,10.0,5.0,Cloudy,Jam,0,motorcycle,1.0,No,Metropolitian,44
29.566910587697233,4.6337736972250205,16.0,85.0,Fog,Low,1,scooter,1.0,No,Metropolitian,23
34.0,4.5,7.0,5.0,Stormy,Jam,1,motorcycle,1.0,No,Metropolitian,28
25.0,2.9,10.0,10.0,Sunny,Low,2,scooter,2.0,No,Metropolitian,40
36.0,4.4,16.0,40.0,Fog,Jam,2,scooter,2.0,No,Metropolitian,45
23.0,4.9,7.0,10.0,Windy,Low,2,scooter,1.0,No,Urban,10
35.0,4.5,17.0,15.0,Sandstorms,Medium,1,scooter,1.0,No,Metropolitian,35
32.0,4.6,12.0,10.0,Fog,Medium,2,scooter,1.0,No,Metropolitian,34
25.0,4.8,4.0,1210.0,Fog,Medium,0,motorcycle,1.0,No,Metropolitian,29
23.0,4.7,6.0,5.0,Fog,High,0,motorcycle,1.0,No,Metropolitian,28
27.0,4.9,3.0,740.0,Sunny,Low,1,scooter,1.0,No,Metropolitian,19
22.0,4.6,13.0,10.0,Stormy,Medium,2,scooter,1.0,No,Metropolitian,23
39.0,4.7,12.0,5.0,Sunny,Low,1,scooter,1.0,No,Metropolitian,15
36.0,4.6,9.0,5.0,Stormy,Medium,1,scooter,1.0,No,Metropolitian,27
34.0,5.0,16.0,10.0,Sandstorms,Jam,0,motorcycle,2.0,No,Metropolitian,39
38.0,4.0,10.0,15.0,Fog,Jam,2,scooter,0.0,No,Metropolitian,49
39.0,4.6,17.0,5.0,Sandstorms,Low,2,motorcycle,1.0,No,Metropolitian,18
37.0,4.8,16.0,15.0,Fog,Low,1,scooter,1.0,No,Urban,30
24.0,4.6,19.0,15.0,Stormy,Jam,2,electric_scooter,1.0,No,Metropolitian,20
38.0,4.2,6.0,15.0,Stormy,Medium,0,motorcycle,1.0,No,Metropolitian,39
31.0,4.2,7.0,10.0,Sandstorms,Low,0,motorcycle,1.0,No,Metropolitian,24
20.0,2.6,17.0,10.0,Sunny,Low,1,scooter,1.0,No,Metropolitian,32
29.0,4.5,20.0,5.0,Fog,Medium,2,scooter,1.0,No,Urban,26
20.0,4.5,16.0,10.0,Sandstorms,Low,0,motorcycle,0.0,No,Metropolitian,23
22.0,4.5,4.0,10.0,Stormy,Jam,1,scooter,1.0,No,Metropolitian,29
22.0,4.6,10.0,15.0,Stormy,Jam,2,electric_scooter,0.7446345675136238,No,Metropolitian,27
25.0,4.6,1.0,5.0,Windy,Low,2,electric_scooter,0.0,No,Metropolitian,13
21.0,4.6,6.0,10.0,Stormy,Medium,2,scooter,0.0,No,Metropolitian,20
31.0,4.1,3.0,765.0,Windy,Low,0,motorcycle,1.0,No,Metropolitian,34
32.0,4.7,7.0,5.0,Fog,Jam,1,motorcycle,1.0,No,Metropolitian,37
24.0,4.8,13.0,5.0,Sandstorms,Low,1,scooter,0.0,No,Metropolitian,14
24.0,4.9,12.0,10.0,Fog,Medium,0,motorcycle,1.0,No,Metropolitian,39
24.0,4.6,16.0,15.0,Windy,Jam,0,motorcycle,1.0,No,Metropolitian,38
32.0,4.7,10.0,5.0,Cloudy,Medium,1,scooter,1.0,No,Metropolitian,42
24.0,5.0,3.0,5.0,Sunny,Low,1,motorcycle,1.0,No,Metropolitian,19
30.0,5.0,16.0,5.0,Stormy,Low,0,motorcycle,1.0,No,Metropolitian,25
35.0,4.8,9.0,5.0,Stormy,Medium,1,scooter,0.0,No,Metropolitian,28
32.0,5.0,13.0,5.0,Sunny,Medium,0,motorcycle,1.0,No,Urban,35
26.0,4.9,10.0,135.0,Fog,Low,2,scooter,1.0,No,Urban,20
30.0,4.6,6.0,15.0,Sunny,High,2,motorcycle,1.0,No,Metropolitian,16
25.0,4.9,7.0,5.0,Sunny,Medium,0,motorcycle,1.0,No,Metropolitian,22
39.0,4.7,6.0,5.0,Sandstorms,High,2,electric_scooter,1.0,No,Metropolitian,25
24.0,4.8,4.0,10.0,Fog,Jam,1,scooter,1.0,No,Metropolitian,34
25.0,4.6,9.0,5.0,Fog,Low,2,motorcycle,0.0,No,Metropolitian,15
36.0,4.8,6.0,15.0,Stormy,High,2,scooter,0.0,No,Metropolitian,26
36.0,4.6,9.0,15.0,Sunny,Low,0,motorcycle,0.7446345675136238,No,Metropolitian,28
24.0,4.7,14.0,5.0,Fog,Jam,2,scooter,2.0,No,Metropolitian,42
33.0,4.6,16.0,10.0,Sunny,Jam,1,scooter,1.0,No,Metropolitian,20
28.0,4.7,10.0,10.0,Stormy,Medium,0,motorcycle,1.0,No,Metropolitian,22
29.0,4.7,16.0,10.0,Sandstorms,Jam,0,motorcycle,1.0,No,Metropolitian,36
37.0,4.9,6.0,345.0,Windy,Medium,1,scooter,1.0,No,Metropolitian,28
27.0,4.0,6.0,910.0,Cloudy,High,1,scooter,0.7446345675136238,No,Metropolitian,33
23.0,4.8,1.0,640.0,Fog,Low,2,scooter,1.0,No,Metropolitian,15
27.0,4.6,16.0,1365.0,Sandstorms,Low,2,scooter,1.0,No,Urban,19
28.0,4.6,13.0,1335.0,Cloudy,Jam,0,motorcycle,1.0,No,Metropolitian,46
34.0,4.9,9.0,5.0,Cloudy,Medium,0,motorcycle,1.0,No,Metropolitian,34
26.0,4.9,4.0,10.0,Cloudy,Low,1,motorcycle,1.0,No,Metropolitian,19
27.0,5.0,10.0,10.0,Stormy,Jam,2,motorcycle,0.0,No,Metropolitian,28
27.0,4.9,3.0,15.0,Fog,Low,1,motorcycle,0.0,No,Metropolitian,17
28.0,4.6,7.0,1210.0,Fog,Medium,1,scooter,1.0,No,Urban,11
29.566910587697233,4.6337736972250205,16.0,1430.0,Fog,Jam,2,scooter,0.0,No,Metropolitian,35
37.0,4.7,3.0,735.0,Windy,Low,2,electric_scooter,0.0,No,Metropolitian,28
20.0,4.2,16.0,5.0,Cloudy,Medium,2,scooter,0.0,No,Metropolitian,32
34.0,4.8,16.0,10.0,Stormy,Low,2,electric_scooter,1.0,No,Urban,24
28.0,4.9,7.0,15.0,Fog,Low,2,motorcycle,1.0,No,Metropolitian,10
28.0,4.9,10.0,5.0,Stormy,Jam,0,motorcycle,0.0,No,Metropolitian,36
30.0,4.8,4.0,10.0,Stormy,Low,2,scooter,1.0,No,Metropolitian,26
20.0,4.6,19.0,15.0,Sandstorms,Jam,1,motorcycle,0.0,No,Urban,22
32.0,4.8,6.0,10.0,Stormy,High,0,motorcycle,2.0,No,Metropolitian,35
33.0,4.6337736972250205,12.0,100.0,Fog,Jam,2,motorcycle,1.0,No,Metropolitian,35
28.0,5.0,20.0,10.0,Sandstorms,Medium,1,scooter,0.0,No,Metropolitian,17
29.0,4.7,4.0,15.0,Stormy,Jam,2,scooter,1.0,No,Urban,27
38.0,4.8,1.0,15.0,Stormy,Low,2,scooter,1.0,No,Urban,22
26.0,4.5,1.0,10.0,Windy,Low,2,motorcycle,0.0,No,Urban,11
24.0,4.3,6.0,5.0,Cloudy,High,1,motorcycle,1.0,No,Metropolitian,32
32.0,3.7,16.0,1340.0,Stormy,Jam,2,motorcycle,2.0,No,Metropolitian,38
33.0,4.8,9.0,10.0,Windy,Jam,2,motorcycle,1.0,No,Metropolitian,25
21.0,4.8,10.0,5.0,Fog,Medium,0,motorcycle,0.0,No,Metropolitian,42
24.0,4.5,7.0,15.0,Cloudy,Jam,0,motorcycle,0.0,No,Metropolitian,29
39.0,4.5,6.0,10.0,Sandstorms,Medium,2,scooter,0.0,No,Metropolitian,29
39.0,4.8,6.0,10.0,Sunny,High,1,scooter,1.0,No,Metropolitian,19
25.0,4.6,20.0,1330.0,Stormy,Jam,2,scooter,1.0,No,Metropolitian,27
35.0,4.8,13.0,10.0,Sandstorms,Medium,1,motorcycle,0.0,No,Metropolitian,28
27.0,4.0,11.0,10.0,Cloudy,Jam,2,scooter,0.0,No,Metropolitian,37
36.0,4.9,17.0,10.0,Cloudy,Medium,2,scooter,2.0,No,Metropolitian,38
21.0,4.7,20.0,215.0,Windy,Medium,0,motorcycle,1.0,No,Metropolitian,23
36.0,4.7,10.0,15.0,Stormy,Medium,1,motorcycle,0.0,No,Metropolitian,29
36.0,4.1,12.0,15.0,Cloudy,Low,1,motorcycle,1.0,No,Metropolitian,32
30.0,4.5,19.0,15.0,Stormy,Jam,1,motorcycle,1.0,No,Metropolitian,25
29.0,4.8,9.0,15.0,Windy,Jam,1,motorcycle,0.0,No,Metropolitian,14
30.0,5.0,8.0,5.0,Sunny,Jam,1,motorcycle,0.0,No,Metropolitian,22
39.0,5.0,12.0,105.0,Cloudy,Jam,1,motorcycle,1.0,No,Metropolitian,42
37.0,4.0,2.0,10.0,Stormy,Low,0,motorcycle,1.0,No,Metropolitian,32
20.0,4.8,4.0,10.0,Sandstorms,Jam,1,motorcycle,0.0,No,Metropolitian,20
21.0,4.9,20.0,10.0,Fog,Medium,0,motorcycle,1.0,No,Metropolitian,32
28.0,4.6,13.0,5.0,Fog,Low,2,scooter,0.0,No,Metropolitian,21
39.0,4.1,17.0,15.0,Fog,Low,0,motorcycle,0.7446345675136238,No,Metropolitian,43
32.0,4.6,9.0,10.0,Fog,Low,2,scooter,0.0,No,Urban,16
28.0,4.7,19.0,15.0,Cloudy,Jam,0,motorcycle,1.0,Yes,Metropolitian,49
31.0,4.4,7.0,10.0,Windy,Medium,2,electric_scooter,0.0,No,Metropolitian,31
34.0,4.8,1.0,10.0,Fog,Low,2,motorcycle,1.0,No,Metropolitian,16
24.0,4.6,11.0,15.0,Sunny,Jam,0,motorcycle,0.0,No,Metropolitian,18
29.0,4.0,6.0,10.0,Cloudy,High,2,scooter,0.0,No,Metropolitian,32
23.0,4.6,10.0,5.0,Stormy,Jam,2,scooter,0.0,No,Metropolitian,29
37.0,4.7,20.0,5.0,Sunny,Medium,1,scooter,1.0,No,Metropolitian,24
30.0,4.6,12.0,1425.0,Sandstorms,Jam,2,electric_scooter,0.0,No,Metropolitian,28
33.0,4.9,3.0,585.0,Sandstorms,High,1,scooter,1.0,No,Metropolitian,26
38.0,4.9,12.0,130.0,Sandstorms,Low,2,scooter,1.0,No,Metropolitian,29
28.0,4.5,19.0,15.0,Sunny,Jam,2,scooter,0.0,No,Urban,10
22.0,4.6,3.0,15.0,Sunny,Low,0,motorcycle,0.0,No,Urban,10
21.0,4.6,6.0,1035.0,Sunny,High,2,scooter,1.0,No,Metropolitian,10
33.0,3.9,19.0,10.0,Windy,Medium,2,motorcycle,2.0,No,Metropolitian,37
28.0,4.6,3.0,5.0,Stormy,Low,2,scooter,0.0,No,Urban,18
23.0,4.6,19.0,5.0,Windy,Jam,0,motorcycle,0.0,No,Metropolitian,31
36.0,4.5,4.0,10.0,Sunny,Jam,2,scooter,0.0,No,Metropolitian,21
28.0,4.9,6.0,5.0,Fog,High,0,motorcycle,1.0,No,Metropolitian,24
29.0,4.5,9.0,5.0,Cloudy,Low,0,motorcycle,1.0,No,Metropolitian,24
21.0,4.8,20.0,10.0,Windy,Jam,0,motorcycle,1.0,No,Metropolitian,34
32.0,4.6,7.0,1355.0,Stormy,Low,2,motorcycle,1.0,No,Metropolitian,29
31.0,4.0,19.0,5.0,Fog,Jam,1,scooter,1.0,No,Metropolitian,38
26.0,4.6,6.0,5.0,Cloudy,High,2,motorcycle,1.0,No,Metropolitian,30
25.0,4.6,12.0,5.0,Fog,Jam,2,scooter,1.0,No,Metropolitian,30
23.0,4.9,4.0,15.0,Cloudy,Jam,1,motorcycle,0.0,No,Metropolitian,20
37.0,4.4,7.0,15.0,Fog,Jam,2,electric_scooter,1.0,No,Urban,37
23.0,4.8,4.0,5.0,Cloudy,Low,2,scooter,1.0,No,Urban,13
24.0,2.8,13.0,15.0,Sunny,Low,2,scooter,1.0,No,Metropolitian,31
39.0,4.8,1.0,10.0,Cloudy,High,2,scooter,1.0,No,Metropolitian,39
36.0,4.7,1.0,850.0,Fog,High,1,motorcycle,1.0,No,Urban,28
33.0,4.8,4.0,5.0,Stormy,Medium,0,motorcycle,1.0,No,Metropolitian,31
28.0,4.7,7.0,15.0,Cloudy,Low,2,electric_scooter,0.0,No,Metropolitian,10
21.0,4.3,6.0,15.0,Fog,High,2,scooter,1.0,No,Metropolitian,32
37.0,3.7,13.0,1415.0,Sandstorms,Jam,1,motorcycle,2.0,No,Metropolitian,41
29.0,4.6,3.0,15.0,Stormy,Low,1,scooter,0.0,No,Urban,11
30.0,3.8,16.0,15.0,Windy,Jam,1,motorcycle,3.0,No,Metropolitian,43
24.0,4.6,7.0,15.0,Cloudy,Jam,2,electric_scooter,0.0,No,Metropolitian,31
32.0,4.3,10.0,5.0,Windy,Jam,0,motorcycle,1.0,No,Metropolitian,49
34.0,4.8,11.0,1415.0,Cloudy,Jam,0,motorcycle,0.0,Yes,Metropolitian,53
35.0,4.7,3.0,15.0,Fog,Low,0,motorcycle,1.0,No,Metropolitian,26
25.0,4.9,16.0,5.0,Windy,Jam,1,scooter,1.0,No,Urban,27
35.0,4.3,20.0,5.0,Windy,Medium,1,motorcycle,0.0,No,Metropolitian,31
32.0,4.5,4.0,10.0,Cloudy,Medium,1,motorcycle,0.0,No,Metropolitian,15
32.0,4.7,6.0,5.0,Windy,High,0,motorcycle,1.0,No,Metropolitian,41
24.0,5.0,6.0,335.0,Windy,Medium,2,electric_scooter,1.0,No,Metropolitian,20
37.0,4.5,16.0,1305.0,Fog,Low,1,motorcycle,0.0,No,Urban,37
30.0,4.9,3.0,5.0,Cloudy,Low,1,motorcycle,1.0,No,Metropolitian,15
31.0,4.9,12.0,140.0,Fog,Low,1,motorcycle,0.0,No,Metropolitian,27
20.0,4.8,9.0,15.0,Sandstorms,Jam,0,motorcycle,1.0,No,Metropolitian,25
36.0,4.1,8.0,15.0,Cloudy,Jam,1,motorcycle,2.0,No,Metropolitian,33
29.0,4.4,4.0,10.0,Windy,Low,0,motorcycle,1.0,No,Metropolitian,19
23.0,4.3,9.0,5.0,Sunny,Jam,0,motorcycle,0.0,No,Metropolitian,44
29.566910587697233,4.6337736972250205,10.0,1420.0,Fog,Low,3,bicycle,1.0,No,Metropolitian,28
31.0,4.7,1.0,10.0,Sunny,Low,1,scooter,1.0,No,Urban,19
25.0,4.2,16.0,5.0,Sandstorms,Jam,0,motorcycle,2.0,No,Metropolitian,39
27.0,4.5,7.0,165.0,Windy,Medium,2,scooter,0.0,No,Metropolitian,26
29.0,4.0,1.0,5.0,Sandstorms,Low,0,motorcycle,1.0,No,Metropolitian,16
22.0,4.8,19.0,15.0,Sunny,Jam,0,motorcycle,0.7446345675136238,No,Metropolitian,21
39.0,4.9,6.0,335.0,Cloudy,Medium,1,motorcycle,1.0,No,Urban,18
38.0,4.8,16.0,15.0,Stormy,Low,2,scooter,0.0,No,Metropolitian,24
24.0,4.8,12.0,5.0,Windy,Medium,2,electric_scooter,1.0,No,Metropolitian,19
25.0,4.8,3.0,15.0,Sunny,Low,2,electric_scooter,1.0,No,Metropolitian,22
32.0,5.0,4.0,10.0,Windy,Jam,2,scooter,1.0,No,Metropolitian,26
27.0,5.0,10.0,15.0,Stormy,Medium,0,motorcycle,0.0,No,Metropolitian,38
33.0,5.0,10.0,5.0,Sandstorms,Jam,0,motorcycle,1.0,No,Metropolitian,40
23.0,4.8,16.0,5.0,Windy,Medium,0,motorcycle,1.0,No,Metropolitian,33
35.0,4.6,1.0,10.0,Fog,High,1,scooter,1.0,No,Metropolitian,36
28.0,4.5,7.0,15.0,Stormy,Low,2,scooter,0.0,No,Metropolitian,16
31.0,3.9,10.0,10.0,Sunny,Jam,1,motorcycle,1.0,No,Metropolitian,33
21.0,4.6,7.0,15.0,Sandstorms,Jam,0,motorcycle,1.0,No,Metropolitian,26
27.0,4.6,6.0,10.0,Cloudy,Medium,2,scooter,1.0,No,Metropolitian,11
20.0,4.7,1.0,10.0,Windy,Low,1,motorcycle,0.0,No,Urban,13
37.0,4.8,16.0,1390.0,Cloudy,Jam,1,scooter,1.0,Yes,Metropolitian,49
26.0,4.8,3.0,10.0,Fog,Low,1,motorcycle,1.0,No,Urban,19
23.0,4.6,20.0,5.0,Cloudy,Low,0,motorcycle,1.0,No,Metropolitian,20
38.0,5.0,19.0,15.0,Sunny,Jam,0,motorcycle,2.0,No,Urban,40
29.0,4.9,6.0,5.0,Sandstorms,Medium,1,motorcycle,1.0,No,Metropolitian,28
39.0,3.5,17.0,15.0,Cloudy,Low,2,scooter,1.0,No,Urban,32
31.0,4.7,4.0,140.0,Cloudy,Low,2,scooter,0.0,No,Metropolitian,15
27.0,4.7,1.0,15.0,Cloudy,High,1,motorcycle,1.0,No,Metropolitian,28
21.0,4.8,3.0,10.0,Stormy,Low,2,electric_scooter,0.0,No,Metropolitian,14
26.0,5.0,13.0,35.0,Stormy,Jam,1,motorcycle,1.0,No,Urban,23
21.0,4.7,3.0,795.0,Sunny,Low,1,scooter,1.0,No,Metropolitian,23
29.566910587697233,4.6337736972250205,6.0,900.0,Cloudy,High,2,scooter,1.0,No,Metropolitian,34
27.0,5.0,5.0,15.0,Cloudy,High,2,electric_scooter,1.0,No,Metropolitian,20
35.0,4.9,20.0,5.0,Fog,Jam,0,motorcycle,1.0,No,Urban,42
21.0,4.6,9.0,15.0,Cloudy,Jam,0,motorcycle,1.0,No,Urban,29
28.0,4.9,17.0,15.0,Sunny,Jam,1,motorcycle,0.0,No,Urban,11
27.0,4.8,19.0,15.0,Sunny,Jam,2,scooter,1.0,No,Metropolitian,22
20.0,5.0,10.0,15.0,Sandstorms,Medium,1,motorcycle,1.0,No,Urban,16
27.0,4.9,3.0,680.0,Sunny,Low,1,scooter,1.0,No,Metropolitian,17
31.0,4.7,11.0,75.0,Stormy,Low,2,electric_scooter,1.0,No,Urban,29
34.0,4.6,19.0,15.0,Windy,Low,1,scooter,1.0,No,Metropolitian,25
26.0,4.2,8.0,5.0,Windy,Jam,0,motorcycle,1.0,No,Metropolitian,35
37.0,4.7,7.0,15.0,Fog,Low,0,motorcycle,1.0,No,Metropolitian,20
21.0,4.6,17.0,15.0,Cloudy,Low,0,motorcycle,1.0,No,Urban,24
25.0,4.9,9.0,5.0,Sandstorms,Jam,1,motorcycle,1.0,No,Metropolitian,13
21.0,4.5,7.0,5.0,Fog,Jam,1,scooter,1.0,No,Metropolitian,21
33.0,4.6,12.0,5.0,Windy,Jam,0,motorcycle,2.0,Yes,Metropolitian,48
30.0,4.0,10.0,15.0,Windy,Jam,0,motorcycle,3.0,Yes,Metropolitian,47
33.0,4.8,7.0,15.0,Sandstorms,Medium,1,motorcycle,0.0,No,Metropolitian,27
23.0,4.8,16.0,15.0,Fog,Jam,2,motorcycle,1.0,No,Metropolitian,32
39.0,4.9,6.0,10.0,Stormy,High,0,motorcycle,1.0,No,Metropolitian,39
20.0,5.0,13.0,15.0,Fog,Low,1,scooter,1.0,No,Urban,24
34.0,5.0,19.0,5.0,Cloudy,Medium,0,motorcycle,2.0,No,Metropolitian,45
20.0,4.8,10.0,10.0,Sunny,Jam,1,scooter,0.0,No,Metropolitian,16
36.0,4.9,7.0,10.0,Windy,Medium,1,scooter,0.0,No,Metropolitian,28
32.0,4.7,9.0,5.0,Sandstorms,Medium,0,motorcycle,1.0,No,Metropolitian,33
26.0,4.7,5.0,10.0,Windy,High,0,motorcycle,0.0,No,Urban,20
35.0,4.8,10.0,15.0,Sandstorms,Low,0,motorcycle,1.0,No,Urban,29
23.0,5.0,4.0,15.0,Cloudy,Medium,1,motorcycle,1.0,No,Urban,15
24.0,5.0,17.0,5.0,Sunny,Jam,1,scooter,1.0,No,Metropolitian,22
20.0,4.9,12.0,10.0,Cloudy,Low,0,motorcycle,1.0,No,Metropolitian,24
26.0,4.9,7.0,10.0,Cloudy,Medium,2,motorcycle,0.0,No,Urban,10
39.0,4.8,12.0,5.0,Stormy,Medium,2,scooter,0.0,No,Urban,28
